Concept,Rel,Feature,Frequency,
哈巴狗,有,有-耳朵,11,
哈巴狗,有,有-眼睛,11,
哈巴狗,有,有-毛,10,
哈巴狗,可以,可以-看家,8,
哈巴狗,是,是-宠物,8,
哈巴狗,需要,需要-水,8,
哈巴狗,需要,需要-饲养,7,
哈巴狗,有,有-四肢,7,
哈巴狗,需要,需要-睡觉,6,
哈巴狗,有,有-皮肤,6,
哈巴狗,有,有-嘴巴,6,
哈巴狗,是,是-可爱的,5,
哈巴狗,是,是-小的,5,
哈巴狗,需要,需要-保护,5,
哈巴狗,有,有-腿,5,
哈巴狗,有,有-牙齿,5,
哈巴狗,像,像-猫,4,
哈巴狗,有,有-鼻子,4,
哈巴狗,可以,可以-发声,3,
哈巴狗,可以,可以-跑,3,
哈巴狗,可以,可以-陪伴,3,
哈巴狗,像,像-狼,3,
哈巴狗,像,像-人,3,
哈巴狗,需要,需要-空气,3,
哈巴狗,有,有-大脑,3,
哈巴狗,可以,可以-叫,2,
哈巴狗,可以,可以-看门,2,
哈巴狗,可以,可以-摇尾巴,2,
哈巴狗,可以,可以-咬,2,
哈巴狗,可以,可以-咬人,2,
哈巴狗,可以,可以-娱乐,2,
哈巴狗,是,是-哺乳类,2,
哈巴狗,是,是-肉食类,2,
哈巴狗,是,是-一种狗,2,
哈巴狗,像,像-哈士奇,2,
哈巴狗,像,像-家人,2,
哈巴狗,像,像-朋友,2,
哈巴狗,需要,需要-狗粮,2,
哈巴狗,需要,需要-关爱,2,
哈巴狗,需要,需要-遛,2,
哈巴狗,需要,需要-氧气,2,
哈巴狗,有,有-大耳朵,2,
哈巴狗,有,有-多种种类,2,
哈巴狗,有,有-舌头,2,
哈巴狗,有,有-身体,2,
哈巴狗,有,有-四条腿,2,
哈密瓜,是,是-食物,26,
哈密瓜,是,是-水果,24,
哈密瓜,是,是-甜的,21,
哈密瓜,有,有-皮,15,
哈密瓜,像,像-西瓜,12,
哈密瓜,需要,需要-切,10,
哈密瓜,需要,需要-种植,10,
哈密瓜,有,有-果肉,10,
哈密瓜,有,有-籽,10,
哈密瓜,需要,需要-土,9,
哈密瓜,需要,需要-阳光,8,
哈密瓜,是,是-绿色的,7,
哈密瓜,像,像-橄榄球,7,
哈密瓜,是,是-瓜,6,
哈密瓜,需要,需要-采摘,6,
哈密瓜,需要,需要-空气,6,
哈密瓜,有,有-瓜皮,6,
哈密瓜,需要,需要-水,5,
哈密瓜,有,有-瓜瓤,5,
哈密瓜,有,有-瓤,5,
哈密瓜,有,有-水,5,
哈密瓜,是,是-黄色的,4,
哈密瓜,是,是-椭圆形,4,
哈密瓜,是,是-植物,4,
哈密瓜,可以,可以-买卖,3,
哈密瓜,是,是-圆形,3,
哈密瓜,需要,需要-清洗,3,
哈密瓜,需要,需要-削皮,3,
哈密瓜,有,有-多种型号,3,
哈密瓜,有,有-糖,3,
哈密瓜,可以,可以-饱腹,2,
哈密瓜,是,是-草本类,2,
哈密瓜,是,是-多汁的,2,
哈密瓜,是,是-香瓜,2,
哈密瓜,像,像-冬瓜,2,
哈密瓜,像,像-木瓜,2,
哈密瓜,像,像-南瓜,2,
哈密瓜,像,像-球,2,
哈密瓜,像,像-香瓜,2,
哈密瓜,需要,需要-保存,2,
哈密瓜,需要,需要-刀,2,
哈密瓜,需要,需要-去籽,2,
哈密瓜,需要,需要-收割,2,
哈密瓜,有,有-多种种类,2,
哈密瓜,有,有-肉,2,
哈密瓜,有,有-纹路,2,
哈密瓜,有,有-营养,2,
哈密瓜,有,有-种子,2,
哈士奇,是,是-狗,29.0322580645161,
哈士奇,需要,需要-食物,18.3870967741936,
哈士奇,有,有-尾巴,16.4516129032258,
哈士奇,有,有-耳朵,14.5161290322581,
哈士奇,有,有-眼睛,14.5161290322581,
哈士奇,有,有-嘴巴,14.5161290322581,
哈士奇,是,是-动物,13.5483870967742,
哈士奇,像,像-狼,12.5806451612903,
哈士奇,有,有-毛,12.5806451612903,
哈士奇,需要,需要-水,11.6129032258065,
哈士奇,有,有-四肢,10.6451612903226,
哈士奇,有,有-鼻子,9.67741935483871,
哈士奇,需要,需要-饲养,7.74193548387097,
哈士奇,可以,可以-娱乐,6.7741935483871,
哈士奇,是,是-笨的,5.80645161290323,
哈士奇,是,是-宠物,5.80645161290323,
哈士奇,需要,需要-睡觉,5.80645161290323,
哈士奇,有,有-腿,5.80645161290323,
哈士奇,有,有-牙齿,5.80645161290323,
哈士奇,可以,可以-看家,4.83870967741935,
哈士奇,有,有-头,4.83870967741935,
哈士奇,是,是-大的,3.87096774193548,
哈士奇,像,像-阿拉斯加,3.87096774193548,
哈士奇,需要,需要-空气,3.87096774193548,
哈士奇,需要,需要-陪伴,3.87096774193548,
哈士奇,有,有-皮肤,3.87096774193548,
哈士奇,有,有-四条腿,3.87096774193548,
哈士奇,可以,可以-拆家,2.90322580645161,
哈士奇,可以,可以-叫,2.90322580645161,
哈士奇,可以,可以-跑,2.90322580645161,
哈士奇,是,是-可爱的,2.90322580645161,
哈士奇,像,像-傻子,2.90322580645161,
哈士奇,需要,需要-铲屎,2.90322580645161,
哈士奇,需要,需要-狗粮,2.90322580645161,
哈士奇,需要,需要-溜,2.90322580645161,
哈士奇,需要,需要-遛,2.90322580645161,
哈士奇,需要,需要-洗澡,2.90322580645161,
哈士奇,有,有-舌头,2.90322580645161,
哈士奇,有,有-爪子,2.90322580645161,
哈士奇,可以,可以-吠,1.93548387096774,
哈士奇,可以,可以-遛狗,1.93548387096774,
哈士奇,可以,可以-陪伴,1.93548387096774,
哈士奇,可以,可以-跳,1.93548387096774,
哈士奇,可以,可以-咬,1.93548387096774,
哈士奇,可以,可以-咬人,1.93548387096774,
哈士奇,是,是-二哈,1.93548387096774,
哈士奇,是,是-肉食类,1.93548387096774,
哈士奇,是,是-忠诚的,1.93548387096774,
哈士奇,需要,需要-呼吸,1.93548387096774,
哈士奇,需要,需要-遛狗,1.93548387096774,
哈士奇,需要,需要-排泄,1.93548387096774,
哈士奇,需要,需要-阳光,1.93548387096774,
哈士奇,有,有-大脑,1.93548387096774,
哈士奇,有,有-大尾巴,1.93548387096774,
哈士奇,有,有-多种种类,1.93548387096774,
哈士奇,有,有-身体,1.93548387096774,
海白菜,是,是-食物,24.8275862068966,
海白菜,像,像-海带,13.448275862069,
海白菜,是,是-植物,12.4137931034483,
海白菜,有,有-叶子,12.4137931034483,
海白菜,是,是-绿色的,11.3793103448276,
海白菜,像,像-白菜,11.3793103448276,
海白菜,是,是-海里的,9.31034482758621,
海白菜,是,是-蔬菜,8.27586206896552,
海白菜,需要,需要-清洗,8.27586206896552,
海白菜,需要,需要-水,8.27586206896552,
海白菜,是,是-藻类,6.20689655172414,
海白菜,需要,需要-采摘,6.20689655172414,
海白菜,需要,需要-阳光,5.17241379310345,
海白菜,可以,可以-凉拌,4.13793103448276,
海白菜,可以,可以-腌制,4.13793103448276,
海白菜,是,是-咸的,4.13793103448276,
海白菜,需要,需要-制造,4.13793103448276,
海白菜,有,有-多种种类,4.13793103448276,
海白菜,有,有-根,4.13793103448276,
海白菜,有,有-营养,4.13793103448276,
海白菜,可以,可以-炒,3.10344827586207,
海白菜,是,是-脆的,3.10344827586207,
海白菜,是,是-海产品,3.10344827586207,
海白菜,是,是-生物,3.10344827586207,
海白菜,需要,需要-海水,3.10344827586207,
海白菜,可以,可以-买卖,2.06896551724138,
海白菜,可以,可以-生长,2.06896551724138,
海白菜,可以,可以-腌菜,2.06896551724138,
海白菜,是,是-菜,2.06896551724138,
海白菜,像,像-草,2.06896551724138,
海白菜,像,像-海藻,2.06896551724138,
海白菜,需要,需要-保存,2.06896551724138,
海白菜,需要,需要-打捞,2.06896551724138,
海白菜,需要,需要-空气,2.06896551724138,
海白菜,需要,需要-营养,2.06896551724138,
海白菜,需要,需要-煮,2.06896551724138,
海白菜,有,有-茎,2.06896551724138,
海白菜,有,有-维生素,2.06896551724138,
海报,是,是-纸,18,
海报,可以,可以-宣传,17,
海报,需要,需要-设计,13,
海报,有,有-图像,10,
海报,有,有-文字,10,
海报,像,像-报纸,7,
海报,需要,需要-张贴,6,
海报,有,有-多种颜色,6,
海报,需要,需要-制造,5,
海报,可以,可以-观看,4,
海报,有,有-内容,4,
海报,是,是-广告,3,
海报,是,是-用品,3,
海报,像,像-电视,3,
海报,像,像-广告,3,
海报,像,像-画,3,
海报,有,有-多种样式,3,
海报,可以,可以-传递信息,2,
海报,可以,可以-打广告,2,
海报,可以,可以-买卖,2,
海报,可以,可以-宣传活动,2,
海报,可以,可以-用于宣传,2,
海报,是,是-薄的,2,
海报,是,是-大的,2,
海报,是,是-电子的,2,
海报,是,是-好看的,2,
海报,像,像-传单,2,
海报,像,像-幕布,2,
海报,需要,需要-胶水,2,
海报,需要,需要-排版,2,
海报,需要,需要-印制,2,
海报,需要,需要-粘贴,2,
海报,有,有-标题,2,
海报,有,有-多种型号,2,
海报,有,有-广告,2,
海报,有,有-信息,2,
海报,有,有-主题,2,
海豹,是,是-动物,27,
海豹,可以,可以-游泳,14,
海豹,需要,需要-食物,10,
海豹,有,有-胡子,10,
海豹,需要,需要-保护,8,
海豹,需要,需要-水,8,
海豹,有,有-尾巴,8,
海豹,像,像-海狮,6,
海豹,有,有-眼睛,6,
海豹,需要,需要-鱼,5,
海豹,有,有-脂肪,5,
海豹,可以,可以-捕猎,4,
海豹,是,是-哺乳类,4,
海豹,是,是-光滑的,4,
海豹,有,有-牙齿,4,
海豹,有,有-嘴巴,4,
海豹,可以,可以-捕鱼,3,
海豹,是,是-海里的,3,
海豹,是,是-可爱的,3,
海豹,需要,需要-睡觉,3,
海豹,有,有-鼻子,3,
海豹,有,有-厚的脂肪,3,
海豹,有,有-皮肤,3,
海豹,可以,可以-抚摸,2,
海豹,可以,可以-观赏,2,
海豹,可以,可以-跳舞,2,
海豹,是,是-黑色的,2,
海豹,是,是-滑的,2,
海豹,是,是-玩具,2,
海豹,像,像-狗,2,
海豹,像,像-海狗,2,
海豹,像,像-海豚,2,
海豹,像,像-婴儿,2,
海豹,像,像-鱼,2,
海豹,需要,需要-爱护,2,
海豹,需要,需要-呼吸,2,
海豹,需要,需要-空气,2,
海豹,需要,需要-饲养,2,
海豹,有,有-大肚子,2,
海豹,有,有-脚蹼,2,
海豹,有,有-毛,2,
海参,是,是-食物,24.1935483870968,
海参,是,是-海里的,17.4193548387097,
海参,是,是-动物,16.4516129032258,
海参,是,是-药,8.70967741935484,
海参,需要,需要-水,8.70967741935484,
海参,是,是-软的,7.74193548387097,
海参,是,是-生物,7.74193548387097,
海参,需要,需要-食物,7.74193548387097,
海参,是,是-黑色的,6.7741935483871,
海参,需要,需要-海水,6.7741935483871,
海参,有,有-刺,6.7741935483871,
海参,有,有-营养,6.7741935483871,
海参,需要,需要-捕捞,4.83870967741935,
海参,有,有-触角,4.83870967741935,
海参,可以,可以-买卖,3.87096774193548,
海参,是,是-海鲜,3.87096774193548,
海参,像,像-毛毛虫,3.87096774193548,
海参,有,有-多种型号,3.87096774193548,
海参,有,有-肉,3.87096774193548,
海参,可以,可以-生吃,2.90322580645161,
海参,是,是-海产品,2.90322580645161,
海参,是,是-好吃的,2.90322580645161,
海参,像,像-虫,2.90322580645161,
海参,像,像-刺猬,2.90322580645161,
海参,像,像-狼牙棒,2.90322580645161,
海参,像,像-人参,2.90322580645161,
海参,需要,需要-呼吸,2.90322580645161,
海参,可以,可以-补身体,1.93548387096774,
海参,可以,可以-生长,1.93548387096774,
海参,是,是-贵的,1.93548387096774,
海参,像,像-石头,1.93548387096774,
海参,需要,需要-炖汤,1.93548387096774,
海参,需要,需要-烹饪,1.93548387096774,
海参,需要,需要-阳光,1.93548387096774,
海参,需要,需要-营养,1.93548387096774,
海参,有,有-多种颜色,1.93548387096774,
海参,有,有-多种种类,1.93548387096774,
海草,是,是-植物,25,
海草,是,是-绿色的,18,
海草,需要,需要-水,12,
海草,有,有-叶子,12,
海草,是,是-食物,11,
海草,像,像-草,10,
海草,是,是-海里的,9,
海草,像,像-海带,7,
海草,需要,需要-阳光,6,
海草,有,有-多种种类,6,
海草,有,有-根,6,
海草,需要,需要-海水,5,
海草,是,是-被子类,4,
海草,是,是-长的,4,
海草,可以,可以-观赏,3,
海草,可以,可以-光合作用,3,
海草,是,是-高等的,3,
海草,是,是-生物,3,
海草,是,是-水里的,3,
海草,有,有-叶绿素,3,
海草,可以,可以-保暖,2,
海草,可以,可以-挡雨,2,
海草,可以,可以-隔音,2,
海草,可以,可以-进行光合作用,2,
海草,可以,可以-随波飘摇,2,
海草,其他,其他-海草舞,2,
海草,是,是-海底的,2,
海草,是,是-软的,2,
海草,是,是-丝粉草科,2,
海草,是,是-细的,2,
海草,像,像-带子,2,
海草,像,像-飘带,2,
海草,像,像-珊瑚,2,
海草,像,像-水草,2,
海草,需要,需要-肥料,2,
海草,需要,需要-空气,2,
海草,需要,需要-清洗,2,
海草,需要,需要-土,2,
海草,需要,需要-养殖,2,
海草,需要,需要-氧气,2,
海草,需要,需要-营养,2,
海草,有,有-微量元素,2,
海草,有,有-盐,2,
海草,有,有-营养,2,
海带,是,是-食物,24,
海带,是,是-植物,15,
海带,是,是-绿色的,14,
海带,是,是-海里的,13,
海带,需要,需要-水,10,
海带,是,是-藻类,8,
海带,有,有-叶子,8,
海带,有,有-营养,8,
海带,是,是-棕色的,7,
海带,像,像-海草,6,
海带,需要,需要-阳光,6,
海带,可以,可以-凉拌,4,
海带,是,是-水里的,4,
海带,是,是-条状的,4,
海带,是,是-咸的,4,
海带,是,是-长的,4,
海带,像,像-带子,4,
海带,需要,需要-空气,4,
海带,有,有-根,4,
海带,是,是-海产品,3,
海带,像,像-紫菜,3,
海带,需要,需要-海水,3,
海带,需要,需要-清洗,3,
海带,有,有-叶绿素,3,
海带,可以,可以-炒,2,
海带,可以,可以-光合作用,2,
海带,可以,可以-进行光合作用,2,
海带,是,是-海底的,2,
海带,是,是-细的,2,
海带,像,像-草,2,
海带,像,像-飘带,2,
海带,像,像-裙带菜,2,
海带,需要,需要-肥料,2,
海带,需要,需要-浸泡,2,
海带,需要,需要-营养,2,
海带,需要,需要-种植,2,
海带,有,有-把手,2,
海带,有,有-碘元素,2,
海带,有,有-多种种类,2,
海带,有,有-微量元素,2,
海带,有,有-细胞,2,
海带,有,有-盐,2,
海胆,是,是-食物,21,
海胆,是,是-动物,18,
海胆,是,是-海里的,16,
海胆,有,有-刺,14,
海胆,需要,需要-食物,10,
海胆,有,有-壳,10,
海胆,需要,需要-水,9,
海胆,像,像-刺猬,8,
海胆,是,是-生物,7,
海胆,需要,需要-海水,7,
海胆,需要,需要-空气,5,
海胆,是,是-海产品,4,
海胆,是,是-黑色的,4,
海胆,是,是-软的,4,
海胆,是,是-硬的,4,
海胆,有,有-多种颜色,4,
海胆,可以,可以-游泳,3,
海胆,是,是-棘皮类,3,
海胆,是,是-尖的,3,
海胆,是,是-球形的,3,
海胆,像,像-毛球,3,
海胆,像,像-球,3,
海胆,需要,需要-呼吸,3,
海胆,有,有-多种种类,3,
海胆,可以,可以-买卖,2,
海胆,其他,其他-海洋生物,2,
海胆,是,是-锋利的,2,
海胆,是,是-海底的,2,
海胆,是,是-海鲜,2,
海胆,是,是-好吃的,2,
海胆,是,是-黄色的,2,
海胆,是,是-水里的,2,
海胆,是,是-植物,2,
海胆,像,像-刺球,2,
海胆,像,像-红毛丹,2,
海胆,像,像-榴莲,2,
海胆,需要,需要-氧气,2,
海龟,是,是-动物,25,
海龟,需要,需要-食物,20,
海龟,可以,可以-游泳,18,
海龟,有,有-壳,14,
海龟,有,有-四肢,14,
海龟,是,是-海里的,13,
海龟,有,有-龟壳,13,
海龟,需要,需要-水,12,
海龟,是,是-乌龟,10,
海龟,有,有-头,9,
海龟,像,像-石头,7,
海龟,有,有-尾巴,7,
海龟,可以,可以-爬,6,
海龟,需要,需要-空气,5,
海龟,是,是-缓慢的,4,
海龟,是,是-生物,4,
海龟,是,是-食物,4,
海龟,需要,需要-保护,4,
海龟,需要,需要-海水,4,
海龟,需要,需要-阳光,4,
海龟,有,有-眼睛,4,
海龟,是,是-两栖类,3,
海龟,是,是-硬的,3,
海龟,是,是-长寿的,3,
海龟,有,有-脚,3,
海龟,有,有-身体,3,
海龟,可以,可以-动,2,
海龟,可以,可以-下蛋,2,
海龟,可以,可以-养殖,2,
海龟,是,是-龟,2,
海龟,是,是-绿色的,2,
海龟,是,是-爬行类,2,
海龟,需要,需要-冬眠,2,
海龟,需要,需要-呼吸,2,
海龟,需要,需要-睡觉,2,
海龟,需要,需要-虾,2,
海龟,需要,需要-鱼,2,
海龟,有,有-鼻子,2,
海龟,有,有-四条腿,2,
海龟,有,有-腿,2,
海龟,有,有-爪子,2,
海龟,有,有-嘴巴,2,
海螺,是,是-食物,23.7931034482759,
海螺,有,有-壳,21.7241379310345,
海螺,是,是-动物,14.4827586206896,
海螺,需要,需要-水,14.4827586206896,
海螺,是,是-海里的,10.3448275862069,
海螺,是,是-生物,7.24137931034483,
海螺,像,像-蜗牛,7.24137931034483,
海螺,需要,需要-空气,7.24137931034483,
海螺,需要,需要-食物,7.24137931034483,
海螺,是,是-软的,6.20689655172414,
海螺,有,有-肉,5.17241379310345,
海螺,可以,可以-爬,4.13793103448276,
海螺,是,是-硬的,4.13793103448276,
海螺,像,像-号角,4.13793103448276,
海螺,像,像-田螺,4.13793103448276,
海螺,需要,需要-海水,4.13793103448276,
海螺,需要,需要-烹饪,4.13793103448276,
海螺,可以,可以-吹,3.10344827586207,
海螺,是,是-贝类,3.10344827586207,
海螺,是,是-螺,3.10344827586207,
海螺,是,是-水里的,3.10344827586207,
海螺,需要,需要-清洗,3.10344827586207,
海螺,需要,需要-营养,3.10344827586207,
海螺,有,有-蛋白质,3.10344827586207,
海螺,有,有-多种形状,3.10344827586207,
海螺,有,有-多种种类,3.10344827586207,
海螺,有,有-螺旋,3.10344827586207,
海螺,有,有-身体,3.10344827586207,
海螺,可以,可以-爆炒,2.06896551724138,
海螺,可以,可以-娱乐,2.06896551724138,
海螺,其他,其他-低脂肪,2.06896551724138,
海螺,其他,其他-高蛋白,2.06896551724138,
海螺,是,是-海产品,2.06896551724138,
海螺,是,是-海鲜,2.06896551724138,
海螺,是,是-好吃的,2.06896551724138,
海螺,像,像-螺丝,2.06896551724138,
海螺,像,像-扇贝,2.06896551724138,
海螺,像,像-石头,2.06896551724138,
海螺,需要,需要-保护,2.06896551724138,
海螺,需要,需要-氧气,2.06896551724138,
海螺,有,有-触角,2.06896551724138,
海螺,有,有-多种颜色,2.06896551724138,
海螺,有,有-维生素,2.06896551724138,
海螺,有,有-眼睛,2.06896551724138,
海螺,有,有-嘴巴,2.06896551724138,
海绵,可以,可以-吸水,22,
海绵,有,有-孔,15,
海绵,是,是-软的,13,
海绵,需要,需要-清洗,9,
海绵,可以,可以-清洁,6,
海绵,是,是-材料,6,
海绵,像,像-泡沫,6,
海绵,可以,可以-擦,5,
海绵,是,是-黄色的,5,
海绵,需要,需要-制造,5,
海绵,像,像-海绵宝宝,4,
海绵,需要,需要-水,4,
海绵,可以,可以-压缩,3,
海绵,其他,其他-海绵宝宝,3,
海绵,像,像-布,3,
海绵,像,像-蛋糕,3,
海绵,像,像-面包,3,
海绵,有,有-弹性,3,
海绵,可以,可以-擦桌子,2,
海绵,可以,可以-买卖,2,
海绵,可以,可以-清洁物品,2,
海绵,可以,可以-洗碗,2,
海绵,是,是-工具,2,
海绵,是,是-轻的,2,
海绵,像,像-毛巾,2,
海绵,像,像-棉花,2,
海绵,需要,需要-保存,2,
海绵,需要,需要-干燥,2,
海绵,需要,需要-空间,2,
海绵,需要,需要-晾干,2,
海绵,需要,需要-食物,2,
海绵,有,有-多种样式,2,
海绵,有,有-多种种类,2,
海绵,有,有-很多孔,2,
海绵,有,有-气孔,2,
海绵,有,有-纤维,2,
海牛,是,是-动物,25.8620689655172,
海牛,可以,可以-游泳,20.6896551724138,
海牛,需要,需要-水,18.6206896551724,
海牛,需要,需要-食物,17.5862068965517,
海牛,像,像-鲸鱼,10.3448275862069,
海牛,有,有-嘴巴,10.3448275862069,
海牛,有,有-眼睛,9.31034482758621,
海牛,是,是-海里的,8.27586206896552,
海牛,像,像-牛,8.27586206896552,
海牛,需要,需要-空气,8.27586206896552,
海牛,有,有-尾巴,8.27586206896552,
海牛,是,是-哺乳类,7.24137931034483,
海牛,需要,需要-呼吸,6.20689655172414,
海牛,有,有-鼻子,6.20689655172414,
海牛,可以,可以-捕猎,5.17241379310345,
海牛,需要,需要-保护,5.17241379310345,
海牛,需要,需要-睡觉,5.17241379310345,
